;Year;Player;Pos;Age;Tm;G;GS;MP;PER;TS%;3PAr;FTr;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;blanl;OWS;DWS;WS;WS/48;blank2;OBPM;DBPM;BPM;VORP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
258;1950;Dick Schulz;F-G;33;WSC;13;;;;0.375;;0.622;;;;;;;;;;0;0.2;0.2;;;;;;;12;45;0.267;;;;12;45;0.267;0.267;19;28;0.679;;;;10;;;;27;43
259;1950;Dick Schulz;F-G;33;TRI;8;;;;0.378;;0.467;;;;;;;;;;0;0.1;0.1;;;;;;;13;45;0.289;;;;13;45;0.289;0.289;15;21;0.714;;;;8;;;;12;41
260;1950;Dick Schulz;F-G;33;SHE;29;;;;0.42;;0.5;;;;;;;;;;0.6;-0.1;0.4;;;;;;;38;122;0.311;;;;38;122;0.311;0.311;49;61;0.803;;;;48;;;;67;125
261;1950;Fred Scolari;PG;27;WSC;66;;;;0.415;;0.315;;;;;;;;;;3.1;2.3;5.4;;;;;;;312;910;0.343;;;;312;910;0.343;0.343;236;287;0.822;;;;175;;;;181;860
262;1950;Wayne See;G;26;WAT;61;;;;0.442;;0.446;;;;;;;;;;2;-0.4;1.6;;;;;;;113;303;0.373;;;;113;303;0.373;0.373;94;135;0.696;;;;143;;;;147;320
263;1950;Glen Selbo;G-F;23;SHE;13;;;;0.329;;0.569;;;;;;;;;;-0.2;0;-0.2;;;;;;;10;51;0.196;;;;10;51;0.196;0.196;22;29;0.759;;;;23;;;;15;42
264;1950;Rollie Seltz;G-F;26;AND;34;;;;0.375;;0.337;;;;;;;;;;0;1.8;1.8;;;;;;;93;309;0.301;;;;93;309;0.301;0.301;80;104;0.769;;;;64;;;;72;266
265;1950;Jim Seminoff;G-F;27;BOS;65;;;;0.427;;0.664;;;;;;;;;;2.3;1.4;3.6;;;;;;;85;283;0.3;;;;85;283;0.3;0.3;142;188;0.755;;;;249;;;;154;312
266;1950;George Senesky;PG;27;PHW;68;;;;0.379;;0.315;;;;;;;;;;0.7;3.7;4.4;;;;;;;227;709;0.32;;;;227;709;0.32;0.32;157;223;0.704;;;;264;;;;164;611
267;1950;Paul Seymour;G-F;22;SYR;62;;;;0.396;;0.336;;;;;;;;;;1.1;2.7;3.8;;;;;;;175;524;0.334;;;;175;524;0.334;0.334;126;176;0.716;;;;189;;;;157;476
268;1950;Carl Shaeffer;F-G;25;INO;43;;;;0.405;;0.356;;;;;;;;;;0.4;0.4;0.8;;;;;;;59;160;0.369;;;;59;160;0.369;0.369;32;57;0.561;;;;40;;;;103;150
269;1950;Howie Shannon;G-F;26;BOS;67;;;;0.404;;0.282;;;;;;;;;;1.5;1.4;2.9;;;;;;;222;646;0.344;;;;222;646;0.344;0.344;143;182;0.786;;;;174;;;;148;587
270;1950;Charley Shipp;G-F;36;WAT;23;;;;0.336;;0.372;;;;;;;;;;-0.4;-0.2;-0.6;;;;;;;35;137;0.255;;;;35;137;0.255;0.255;37;51;0.725;;;;46;;;;46;107
271;1950;Connie Simmons;C-F;24;NYK;60;;;;0.395;;0.41;;;;;;;;;;0.9;1.5;2.4;;;;;;;241;729;0.331;;;;241;729;0.331;0.331;198;299;0.662;;;;102;;;;203;680
272;1950;Belus Smawley;SG;31;STB;61;;;;0.43;;0.377;;;;;;;;;;4.3;0.8;5;;;;;;;287;832;0.345;;;;287;832;0.345;0.345;260;314;0.828;;;;215;;;;160;834
273;1950;Jack Smiley;F-G;27;TOT;59;;;;0.367;;0.552;;;;;;;;;;0.1;0.1;0.2;;;;;;;98;364;0.269;;;;98;364;0.269;0.269;136;201;0.677;;;;161;;;;193;332
274;1950;Jack Smiley;F-G;27;AND;12;;;;0.198;;0.48;;;;;;;;;;-0.7;0.6;-0.2;;;;;;;6;50;0.12;;;;6;50;0.12;0.12;12;24;0.5;;;;14;;;;35;24
275;1950;Jack Smiley;F-G;27;WAT;47;;;;0.393;;0.564;;;;;;;;;;0.8;-0.5;0.4;;;;;;;92;314;0.293;;;;92;314;0.293;0.293;124;177;0.701;;;;147;;;;158;308
276;1950;Chips Sobek;G-F;29;SHE;60;;;;0.507;;0.817;;;;;;;;;;3.4;-0.2;3.1;;;;;;;95;251;0.378;;;;95;251;0.378;0.378;156;205;0.761;;;;95;;;;158;346
277;1950;Odie Spears;SF;24;CHS;68;;;;0.406;;0.297;;;;;;;;;;1.9;3.7;5.6;;;;;;;277;775;0.357;;;;277;775;0.357;0.357;158;230;0.687;;;;159;;;;250;712
278;1950;Art Spector;F;29;BOS;7;;;;0.182;;0.333;;;;;;;;;;-0.2;0;-0.2;;;;;;;2;12;0.167;;;;2;12;0.167;0.167;1;4;0.25;;;;3;;;;4;5
279;1950;Ed Stanczak;F;28;AND;57;;;;0.453;;0.592;;;;;;;;;;3;3.1;6.2;;;;;;;159;456;0.349;;;;159;456;0.349;0.349;203;270;0.752;;;;67;;;;166;521
280;1950;Gene Stump;F-G;26;TOT;49;;;;0.344;;0.254;;;;;;;;;;-0.6;0.4;-0.2;;;;;;;63;213;0.296;;;;63;213;0.296;0.296;37;54;0.685;;;;44;;;;59;163
281;1950;Gene Stump;F-G;26;MNL;23;;;;0.302;;0.147;;;;;;;;;;-0.6;0.5;0;;;;;;;27;95;0.284;;;;27;95;0.284;0.284;7;14;0.5;;;;23;;;;32;61
282;1950;Gene Stump;F-G;26;WAT;26;;;;0.376;;0.339;;;;;;;;;;0;-0.1;-0.1;;;;;;;36;118;0.305;;;;36;118;0.305;0.305;30;40;0.75;;;;21;;;;27;102
283;1950;Mike Todorovich;F-C;26;TOT;65;;;;0.39;;0.434;;;;;;;;;;1;2;3;;;;;;;263;852;0.309;;;;263;852;0.309;0.309;266;370;0.719;;;;207;;;;230;792
284;1950;Mike Todorovich;F-C;26;STB;14;;;;0.345;;0.483;;;;;;;;;;-0.4;0.1;-0.3;;;;;;;31;116;0.267;;;;31;116;0.267;0.267;35;56;0.625;;;;19;;;;47;97
285;1950;Mike Todorovich;F-C;26;TRI;51;;;;0.398;;0.427;;;;;;;;;;1.4;1.8;3.3;;;;;;;232;736;0.315;;;;232;736;0.315;0.315;231;314;0.736;;;;188;;;;183;695
286;1950;Jack Toomay;C-F;27;DNN;62;;;;0.471;;0.514;;;;;;;;;;4.3;-0.7;3.6;;;;;;;204;514;0.397;;;;204;514;0.397;0.397;186;264;0.705;;;;94;;;;213;594
287;1950;Bob Tough;G-F;29;TOT;29;;;;0.331;;0.261;;;;;;;;;;-0.6;0;-0.6;;;;;;;43;153;0.281;;;;43;153;0.281;0.281;27;40;0.675;;;;38;;;;40;113
288;1950;Bob Tough;G-F;29;BLB;8;;;;0.324;;0.154;;;;;;;;;;-0.2;0.1;-0.1;;;;;;;11;39;0.282;;;;11;39;0.282;0.282;5;6;0.833;;;;2;;;;15;27
289;1950;Bob Tough;G-F;29;WAT;21;;;;0.333;;0.298;;;;;;;;;;-0.4;-0.1;-0.5;;;;;;;32;114;0.281;;;;32;114;0.281;0.281;22;34;0.647;;;;36;;;;25;86
290;1950;Blackie Towery;F-C;29;BLB;68;;;;0.389;;0.298;;;;;;;;;;0.7;1.9;2.6;;;;;;;222;678;0.327;;;;222;678;0.327;0.327;153;202;0.757;;;;142;;;;244;597
291;1950;Dick Triptow;G-F;27;BLB;4;;;;0.17;;0.4;;;;;;;;;;-0.1;0;-0.1;;;;;;;0;5;0;;;;0;5;0;0;2;2;1;;;;1;;;;5;2
292;1950;Butch Van;G-F;27;NYK;56;;;;0.456;;0.802;;;;;;;;;;1.6;0.7;2.3;;;;;;;55;167;0.329;;;;55;167;0.329;0.329;96;134;0.716;;;;78;;;;111;206
293;1950;Gene Vance;G-F;26;TRI;35;;;;0.405;;0.369;;;;;;;;;;1;1.2;2.2;;;;;;;110;325;0.338;;;;110;325;0.338;0.338;86;120;0.717;;;;121;;;;145;306
294;1950;Ernie Vandeweghe;F-G;21;NYK;42;;;;0.466;;0.359;;;;;;;;;;3;0.9;3.9;;;;;;;164;390;0.421;;;;164;390;0.421;0.421;93;140;0.664;;;;78;;;;126;421
295;1950;Floyd Volker;F-C;28;TOT;54;;;;0.34;;0.245;;;;;;;;;;-1.6;-0.4;-2;;;;;;;163;527;0.309;;;;163;527;0.309;0.309;71;129;0.55;;;;112;;;;169;397
296;1950;Floyd Volker;F-C;28;INO;17;;;;0.337;;0.34;;;;;;;;;;-0.2;0.1;-0.1;;;;;;;17;53;0.321;;;;17;53;0.321;0.321;7;18;0.389;;;;7;;;;32;41
297;1950;Floyd Volker;F-C;28;DNN;37;;;;0.34;;0.234;;;;;;;;;;-1.4;-0.5;-1.9;;;;;;;146;474;0.308;;;;146;474;0.308;0.308;64;111;0.577;;;;105;;;;137;356
298;1950;Whitey Von;G-F;27;TOT;59;;;;0.405;;0.342;;;;;;;;;;1.1;1.2;2.3;;;;;;;120;336;0.357;;;;120;336;0.357;0.357;73;115;0.635;;;;143;;;;127;313
299;1950;Whitey Von;G-F;27;TRI;26;;;;0.4;;0.397;;;;;;;;;;0.3;0.4;0.6;;;;;;;40;116;0.345;;;;40;116;0.345;0.345;29;46;0.63;;;;36;;;;48;109
300;1950;Whitey Von;G-F;27;BLB;33;;;;0.407;;0.314;;;;;;;;;;0.9;0.8;1.7;;;;;;;80;220;0.364;;;;80;220;0.364;0.364;44;69;0.638;;;;107;;;;79;204
301;1950;Clint Wager;C-F;30;FTW;63;;;;0.32;;0.232;;;;;;;;;;-0.8;2.2;1.5;;;;;;;57;203;0.281;;;;57;203;0.281;0.281;29;47;0.617;;;;90;;;;175;143
302;1950;Danny Wagner;G;27;SHE;11;;;;0.497;;0.648;;;;;;;;;;0.6;0;0.6;;;;;;;19;54;0.352;;;;19;54;0.352;0.352;31;35;0.886;;;;18;;;;22;69
303;1950;Brady Walker;PF;28;BOS;68;;;;0.401;;0.196;;;;;;;;;;0.9;1;1.9;;;;;;;218;583;0.374;;;;218;583;0.374;0.374;72;114;0.632;;;;109;;;;100;508
304;1950;Paul Walther;SG;22;TOT;53;;;;0.431;;0.376;;;;;;;;;;1.3;0.9;2.2;;;;;;;114;290;0.393;;;;114;290;0.393;0.393;63;109;0.578;;;;56;;;;123;291
305;1950;Paul Walther;SG;22;MNL;22;;;;0.42;;0.263;;;;;;;;;;0.2;0.5;0.8;;;;;;;32;80;0.4;;;;32;80;0.4;0.4;11;21;0.524;;;;10;;;;39;75
306;1950;Paul Walther;SG;22;INO;31;;;;0.434;;0.419;;;;;;;;;;1;0.4;1.4;;;;;;;82;210;0.39;;;;82;210;0.39;0.39;52;88;0.591;;;;46;;;;84;216
307;1950;Bobby Wanzer*;G;28;ROC;67;;;;0.515;;0.572;;;;;;;;;;8.6;1.9;10.5;;;;;;;254;614;0.414;;;;254;614;0.414;0.414;283;351;0.806;;;;214;;;;102;791
308;1950;Murray Wier;G;23;TRI;56;;;;0.388;;0.346;;;;;;;;;;0.4;1.2;1.6;;;;;;;157;480;0.327;;;;157;480;0.327;0.327;115;166;0.693;;;;107;;;;141;429
309;1950;D.C. Wilcutt;G;26;STB;37;;;;0.421;;0.575;;;;;;;;;;0.5;0.1;0.6;;;;;;;24;73;0.329;;;;24;73;0.329;0.329;29;42;0.69;;;;49;;;;27;77
310;1950;Bob Wood;G;28;SHE;6;;;;0.242;;0.071;;;;;;;;;;-0.1;0;-0.2;;;;;;;3;14;0.214;;;;3;14;0.214;0.214;1;1;1;;;;1;;;;6;7
311;1950;Max Zaslofsky;SG;24;CHS;68;;;;0.429;;0.337;;;;;;;;;;4.8;3.6;8.4;;;;;;;397;1132;0.351;;;;397;1132;0.351;0.351;321;381;0.843;;;;155;;;;185;1115
312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;1951;Paul Arizin*;SF;22;PHW;65;;;;0.512;;0.609;;;;;;;;;;9.2;4.5;13.7;;;;;;;352;864;0.407;;;;352;864;0.407;0.407;417;526;0.793;;;640;138;;;;284;1121
314;1951;Curly Armstrong;G-F;32;FTW;38;;;;0.372;;0.388;;;;;;;;;;-0.3;0.9;0.6;;;;;;;72;232;0.31;;;;72;232;0.31;0.31;58;90;0.644;;;89;77;;;;97;202
315;1951;Cliff Barker;SG;30;INO;56;;;;0.322;;0.381;;;;;;;;;;-0.9;0.7;-0.2;;;;;;;51;202;0.252;;;;51;202;0.252;0.252;50;77;0.649;;;100;115;;;;98;152
316;1951;Leo Barnhorst;SF;26;INO;68;;;;0.377;;0.177;;;;;;;;;;-0.7;1.9;1.3;;;;;;;232;671;0.346;;;;232;671;0.346;0.346;82;119;0.689;;;296;218;;;;197;546
317;1951;Ed Bartels;F;25;WSC;17;;;;0.307;;0.474;;;;;;;;;;-0.8;0.2;-0.5;;;;;;;24;97;0.247;;;;24;97;0.247;0.247;24;46;0.522;;;84;12;;;;54;72
318;1951;Ed Beach;F;22;TOT;12;;;;0.262;;0.237;;;;;;;;;;-0.4;0.2;-0.3;;;;;;;8;38;0.211;;;;8;38;0.211;0.211;6;9;0.667;;;25;3;;;;14;22
319;1951;Ed Beach;F;22;MNL;11;;;;0.282;;0.257;;;;;;;;;;-0.4;0.2;-0.2;;;;;;;8;35;0.229;;;;8;35;0.229;0.229;6;9;0.667;;;25;2;;;;14;22
320;1951;Ed Beach;F;22;TRI;1;;;;0;;0;;;;;;;;;;-0.1;0;-0.1;;;;;;;0;3;0;;;;0;3;0;0;0;0;;;;0;1;;;;0;0
321;1951;Ralph Beard;G;23;INO;66;;;;0.435;;0.341;;;;;;;;;;4.1;2.3;6.5;;;;;;;409;1110;0.368;;;;409;1110;0.368;0.368;293;378;0.775;;;251;318;;;;96;1111
322;1951;Leon Blevins;G;24;INO;2;;;;0.225;;0.25;;;;;;;;;;-0.1;0;0;;;;;;;1;4;0.25;;;;1;4;0.25;0.25;0;1;0;;;2;1;;;;3;2
323;1951;Nelson Bobb;PG;26;PHW;53;;;;0.384;;0.5;;;;;;;;;;0;1;1.1;;;;;;;52;158;0.329;;;;52;158;0.329;0.329;44;79;0.557;;;101;82;;;;83;148
324;1951;Ike Borsavage;C-F;26;PHW;24;;;;0.391;;0.243;;;;;;;;;;-0.1;0.2;0.1;;;;;;;26;74;0.351;;;;26;74;0.351;0.351;12;18;0.667;;;24;4;;;;34;64
325;1951;Vince Boryla;SF;23;NYK;66;;;;0.485;;0.383;;;;;;;;;;6.4;1;7.4;;;;;;;352;867;0.406;;;;352;867;0.406;0.406;278;332;0.837;;;249;182;;;;244;982
326;1951;Harry Boykoff;C;28;TOT;48;;;;0.429;;0.298;;;;;;;;;;0.8;0.8;1.7;;;;;;;126;336;0.375;;;;126;336;0.375;0.375;74;100;0.74;;;220;60;;;;197;326
327;1951;Harry Boykoff;C;28;BOS;32;;;;0.436;;0.31;;;;;;;;;;0.6;0.4;1;;;;;;;78;203;0.384;;;;78;203;0.384;0.384;45;63;0.714;;;135;40;;;;130;201
328;1951;Harry Boykoff;C;28;TRI;16;;;;0.419;;0.278;;;;;;;;;;0.2;0.5;0.7;;;;;;;48;133;0.361;;;;48;133;0.361;0.361;29;37;0.784;;;85;20;;;;67;125
329;1951;Frankie Brian;G;27;TRI;68;;;;0.424;;0.451;;;;;;;;;;2.9;2.7;5.6;;;;;;;363;1127;0.322;;;;363;1127;0.322;0.322;418;508;0.823;;;244;266;;;;215;1144
330;1951;Walt Budko;PF;25;BLB;64;;;;0.441;;0.481;;;;;;;;;;2.1;1.9;4;;;;;;;165;464;0.356;;;;165;464;0.356;0.356;166;223;0.744;;;452;135;;;;203;496
331;1951;Art Burris;SF;26;FTW;33;;;;0.299;;0.319;;;;;;;;;;-0.9;0.6;-0.3;;;;;;;28;113;0.248;;;;28;113;0.248;0.248;21;36;0.583;;;106;27;;;;51;77
332;1951;Tommy Byrnes;F-G;27;TOT;47;;;;0.357;;0.315;;;;;;;;;;-0.8;0.6;-0.2;;;;;;;81;267;0.303;;;;81;267;0.303;0.303;55;84;0.655;;;71;69;;;;81;217
333;1951;Tommy Byrnes;F-G;27;BLB;16;;;;0.401;;0.28;;;;;;;;;;0;0.2;0.2;;;;;;;35;100;0.35;;;;35;100;0.35;0.35;20;28;0.714;;;27;21;;;;28;90
334;1951;Tommy Byrnes;F-G;27;WSC;12;;;;0.26;;0.415;;;;;;;;;;-0.7;0.1;-0.6;;;;;;;13;65;0.2;;;;13;65;0.2;0.2;14;27;0.519;;;11;16;;;;20;40
335;1951;Tommy Byrnes;F-G;27;TRI;19;;;;0.379;;0.284;;;;;;;;;;-0.1;0.3;0.2;;;;;;;33;102;0.324;;;;33;102;0.324;0.324;21;29;0.724;;;33;32;;;;33;87
336;1951;Gerry Calabrese;SG;25;SYR;46;;;;0.426;;0.447;;;;;;;;;;0.6;0.4;1;;;;;;;70;197;0.355;;;;70;197;0.355;0.355;61;88;0.693;;;65;65;;;;80;201
337;1951;Bill Calhoun;SG;23;ROC;66;;;;0.421;;0.451;;;;;;;;;;1.2;1;2.2;;;;;;;175;506;0.346;;;;175;506;0.346;0.346;161;228;0.706;;;199;99;;;;87;511
338;1951;Don Carlson;G-F;31;BLB;9;;;;0.396;;0.348;;;;;;;;;;0;0.1;0.2;;;;;;;17;46;0.37;;;;17;46;0.37;0.37;8;16;0.5;;;15;19;;;;23;42
339;1951;Bob Carpenter;F-C;33;TOT;56;;;;0.413;;0.382;;;;;;;;;;0.5;1.3;1.9;;;;;;;109;335;0.325;;;;109;335;0.325;0.325;105;128;0.82;;;229;79;;;;115;323
340;1951;Bob Carpenter;F-C;33;FTW;21;;;;0.338;;0.468;;;;;;;;;;-0.6;0.4;-0.2;;;;;;;27;124;0.218;;;;27;124;0.218;0.218;47;58;0.81;;;62;16;;;;36;101
341;1951;Bob Carpenter;F-C;33;TRI;35;;;;0.459;;0.332;;;;;;;;;;1.2;0.9;2.1;;;;;;;82;211;0.389;;;;82;211;0.389;0.389;58;70;0.829;;;167;63;;;;79;222
342;1951;Al Cervi*;PG;33;SYR;53;;;;0.509;;0.685;;;;;;;;;;4.2;1.1;5.3;;;;;;;132;346;0.382;;;;132;346;0.382;0.382;194;237;0.819;;;152;208;;;;180;458
343;1951;Leroy Chollet;F;25;SYR;14;;;;0.202;;0.373;;;;;;;;;;-0.8;0.1;-0.7;;;;;;;6;51;0.118;;;;6;51;0.118;0.118;12;19;0.632;;;15;12;;;;29;24
344;1951;Cal Christensen;SF;23;TRI;67;;;;0.401;;0.551;;;;;;;;;;0.5;2.7;3.2;;;;;;;134;445;0.301;;;;134;445;0.301;0.301;175;245;0.714;;;523;161;;;;266;443
345;1951;Nat Clifton*;PF;28;NYK;65;;;;0.364;;0.401;;;;;;;;;;-1.7;1.2;-0.4;;;;;;;211;656;0.322;;;;211;656;0.322;0.322;140;263;0.532;;;491;162;;;;269;562
346;1951;Bill Closs;SF;29;PHW;65;;;;0.391;;0.353;;;;;;;;;;-0.3;3.1;2.8;;;;;;;202;631;0.32;;;;202;631;0.32;0.32;166;223;0.744;;;401;110;;;;156;570
347;1951;Jack Coleman;PF;26;ROC;67;;;;0.463;;0.23;;;;;;;;;;4.3;2.2;6.5;;;;;;;315;749;0.421;;;;315;749;0.421;0.421;134;172;0.779;;;584;197;;;;193;764
348;1951;Chuck Cooper;F;24;BOS;66;;;;0.428;;0.444;;;;;;;;;;1.9;1.4;3.3;;;;;;;207;601;0.344;;;;207;601;0.344;0.344;201;267;0.753;;;562;174;;;;219;615
349;1951;Ray Corley;G;23;TOT;34;;;;0.346;;0.362;;;;;;;;;;-0.5;0.5;0;;;;;;;46;152;0.303;;;;46;152;0.303;0.303;30;55;0.545;;;77;60;;;;52;122
350;1951;Ray Corley;G;23;BLB;16;;;;0.306;;0.388;;;;;;;;;;-0.5;0.2;-0.3;;;;;;;17;67;0.254;;;;17;67;0.254;0.254;14;26;0.538;;;34;22;;;;26;48
351;1951;Ray Corley;G;23;TRI;18;;;;0.378;;0.341;;;;;;;;;;0;0.3;0.3;;;;;;;29;85;0.341;;;;29;85;0.341;0.341;16;29;0.552;;;43;38;;;;26;74
352;1951;Bob Cousy*;PG;22;BOS;69;;;;0.415;;0.321;;;;;;;;;;2.2;1.8;3.9;;;;;;;401;1138;0.352;;;;401;1138;0.352;0.352;276;365;0.756;;;474;341;;;;185;1078
353;1951;Bob Davies*;PG;31;ROC;63;;;;0.457;;0.434;;;;;;;;;;5.3;1.6;6.9;;;;;;;326;877;0.372;;;;326;877;0.372;0.372;303;381;0.795;;;197;287;;;;208;955
354;1951;Hank DeZonie;C-F;28;TRI;5;;;;0.303;;0.28;;;;;;;;;;-0.2;0.1;-0.1;;;;;;;6;25;0.24;;;;6;25;0.24;0.24;5;7;0.714;;;18;9;;;;6;17
355;1951;Joe Dolhon;G;23;BLB;13;;;;0.386;;0.411;;;;;;;;;;0;0.1;0.1;;;;;;;17;56;0.304;;;;17;56;0.304;0.304;17;23;0.739;;;18;19;;;;32;51
356;1951;Bob Donham;SG;24;BOS;68;;;;0.522;;0.768;;;;;;;;;;3.8;0.7;4.5;;;;;;;151;298;0.507;;;;151;298;0.507;0.507;114;229;0.498;;;235;139;;;;179;416
357;1951;Andy Duncan;F-C;28;BOS;14;;;;0.292;;0.55;;;;;;;;;;-0.4;0.1;-0.3;;;;;;;7;40;0.175;;;;7;40;0.175;0.175;15;22;0.682;;;30;8;;;;32;29
358;1951;Dike Eddleman;SF;28;TRI;68;;;;0.408;;0.312;;;;;;;;;;0.9;2.9;3.8;;;;;;;398;1120;0.355;;;;398;1120;0.355;0.355;244;349;0.699;;;410;170;;;;231;1040
359;1951;Ray Ellefson;C;28;NYK;3;;;;0.347;;1;;;;;;;;;;0;0;0;;;;;;;0;4;0;;;;0;4;0;0;4;4;1;;;8;0;;;;6;4
360;1951;Arnie Ferrin;F-G;25;MNL;68;;;;0.395;;0.44;;;;;;;;;;0.2;2.2;2.4;;;;;;;119;373;0.319;;;;119;373;0.319;0.319;114;164;0.695;;;271;107;;;;220;352
361;1951;Larry Foust;C;22;FTW;68;;;;0.409;;0.419;;;;;;;;;;0.9;3.6;4.5;;;;;;;327;944;0.346;;;;327;944;0.346;0.346;261;396;0.659;;;681;90;;;;247;915
362;1951;Joe Fulks*;PF;29;PHW;66;;;;0.398;;0.325;;;;;;;;;;-0.2;4.5;4.3;;;;;;;429;1358;0.316;;;;429;1358;0.316;0.316;378;442;0.855;;;523;117;;;;247;1236
363;1951;Bill Gabor;SG;28;SYR;61;;;;0.405;;0.325;;;;;;;;;;0.4;1.1;1.5;;;;;;;255;745;0.342;;;;255;745;0.342;0.342;179;242;0.74;;;150;125;;;;213;689
364;1951;Harry Gallatin*;F-C;23;NYK;66;;;;0.491;;0.502;;;;;;;;;;5.9;1.7;7.6;;;;;;;293;705;0.416;;;;293;705;0.416;0.416;259;354;0.732;;;800;180;;;;244;845
365;1951;Vern Gardner;SG;25;PHW;61;;;;0.384;;0.253;;;;;;;;;;-0.3;1.9;1.6;;;;;;;129;383;0.337;;;;129;383;0.337;0.337;69;97;0.711;;;237;89;;;;149;327
366;1951;Ed Gayda;G-F;23;TRI;15;;;;0.495;;0.522;;;;;;;;;;0.4;0.2;0.6;;;;;;;19;46;0.413;;;;19;46;0.413;0.413;18;24;0.75;;;39;13;;;;34;56
367;1951;Chuck Gilmur;F-C;28;WSC;16;;;;0.34;;0.525;;;;;;;;;;-0.3;0.2;-0.1;;;;;;;17;61;0.279;;;;17;61;0.279;0.279;17;32;0.531;;;75;17;;;;57;51
368;1951;Bud Grant;F;23;MNL;61;;;;0.358;;0.451;;;;;;;;;;-0.5;1.1;0.6;;;;;;;53;184;0.288;;;;53;184;0.288;0.288;52;83;0.627;;;115;71;;;;106;158
369;1951;Alex Groza;C;24;INO;66;;;;0.552;;0.541;;;;;;;;;;14.7;3.3;18;;;;;;;492;1046;0.47;;;;492;1046;0.47;0.47;445;566;0.786;;;709;156;;;;237;1429
370;1951;Chick Halbert;C;31;TOT;68;;;;0.448;;0.552;;;;;;;;;;;;;;;;;;;164;449;0.365;;;;164;449;0.365;0.365;172;248;0.694;;;539;158;;;;216;500
371;1951;Bruce Hale;G-F;32;INO;26;;;;0.324;;0.17;;;;;;;;;;-0.7;0.3;-0.4;;;;;;;40;135;0.296;;;;40;135;0.296;0.296;14;23;0.609;;;49;42;;;;30;94
372;1951;Alex Hannum*;PF;27;SYR;63;;;;0.406;;0.399;;;;;;;;;;0.4;1.3;1.7;;;;;;;182;494;0.368;;;;182;494;0.368;0.368;107;197;0.543;;;301;119;;;;271;471
373;1951;John Hargis;G-F;30;TOT;29;;;;0.423;;0.331;;;;;;;;;;0.3;0.4;0.7;;;;;;;48;127;0.378;;;;48;127;0.378;0.378;27;42;0.643;;;66;25;;;;58;123
374;1951;John Hargis;G-F;30;FTW;14;;;;0.438;;0.364;;;;;;;;;;0.2;0.2;0.4;;;;;;;25;66;0.379;;;;25;66;0.379;0.379;17;24;0.708;;;30;9;;;;25;67
375;1951;John Hargis;G-F;30;TRI;15;;;;0.406;;0.295;;;;;;;;;;0.1;0.2;0.3;;;;;;;23;61;0.377;;;;23;61;0.377;0.377;10;18;0.556;;;36;16;;;;33;56
376;1951;Bob Harris;F-C;23;TOT;56;;;;0.402;;0.431;;;;;;;;;;0.2;0.8;1;;;;;;;98;295;0.332;;;;98;295;0.332;0.332;86;127;0.677;;;291;64;;;;157;282
377;1951;Bob Harris;F-C;23;FTW;12;;;;0.312;;0.351;;;;;;;;;;-0.4;0.2;-0.2;;;;;;;13;57;0.228;;;;13;57;0.228;0.228;15;20;0.75;;;44;8;;;;19;41
378;1951;Bob Harris;F-C;23;BOS;44;;;;0.423;;0.45;;;;;;;;;;0.6;0.6;1.2;;;;;;;85;238;0.357;;;;85;238;0.357;0.357;71;107;0.664;;;247;56;;;;138;241
379;1951;Bob Harrison;G;23;MNL;68;;;;0.411;;0.296;;;;;;;;;;1;2.3;3.3;;;;;;;150;432;0.347;;;;150;432;0.347;0.347;101;128;0.789;;;172;195;;;;218;401
380;1951;Billy Hassett;G;29;BLB;31;;;;0.354;;0.394;;;;;;;;;;-0.5;0.3;-0.2;;;;;;;45;160;0.281;;;;45;160;0.281;0.281;43;63;0.683;;;34;47;;;;72;133
381;1951;Kleggie Hermsen;C-F;27;TOT;71;;;;0.356;;0.368;;;;;;;;;;;;;;;;;;;189;644;0.293;;;;189;644;0.293;0.293;155;237;0.654;;;448;92;;;;261;533
382;1951;Sonny Hertzberg;G;28;BOS;65;;;;0.412;;0.415;;;;;;;;;;1.4;1.1;2.5;;;;;;;206;651;0.316;;;;206;651;0.316;0.316;223;270;0.826;;;260;244;;;;156;635
383;1951;Paul Hoffman;G-F;25;BLB;41;;;;0.384;;0.391;;;;;;;;;;-0.2;1.1;0.8;;;;;;;127;399;0.318;;;;127;399;0.318;0.318;105;156;0.673;;;202;111;;;;135;359
384;1951;Joe Holland;SF;25;INO;67;;;;0.359;;0.231;;;;;;;;;;-1.6;1.8;0.2;;;;;;;196;594;0.33;;;;196;594;0.33;0.33;78;137;0.569;;;344;150;;;;228;470
385;1951;Red Holzman*;PG;30;ROC;68;;;;0.388;;0.319;;;;;;;;;;-0.2;1;0.8;;;;;;;183;561;0.326;;;;183;561;0.326;0.326;130;179;0.726;;;152;147;;;;94;496
386;1951;Joe Hutton;SG;22;MNL;60;;;;0.369;;0.239;;;;;;;;;;-0.3;1;0.6;;;;;;;59;180;0.328;;;;59;180;0.328;0.328;29;43;0.674;;;102;53;;;;89;147
